Date,Open,High,Low,Close,Volume,AdjustedClose,Dividends,StockSplits
2019-01-01,79.966480,80.384224,77.867961,78.276880,5933131,78.276880,0.000000,0.000000
2019-01-02,78.286586,78.604977,76.716102,77.029381,4514049,77.029381,0.000000,0.000000
2019-01-03,77.005270,77.567639,74.820962,75.371400,4425186,75.371400,0.000000,0.000000
2019-01-04,75.405166,75.877880,72.845617,73.305168,9084084,73.305168,0.000000,0.000000
2019-01-07,73.311765,73.524075,71.283827,71.490865,8263408,71.490865,0.000000,0.000000
2019-01-08,71.485145,71.952371,69.341974,69.798175,8611605,69.798175,0.000000,0.000000
2019-01-09,69.808505,69.984422,68.494123,68.667165,6081914,68.667165,0.000000,0.000000
2019-01-10,68.686735,68.992597,66.601493,66.899397,7841098,66.899397,0.000000,0.000000
2019-01-11,66.889763,67.149495,65.190881,65.445004,6666818,65.445004,0.000000,0.000000
2019-01-14,65.466142,65.774618,63.864508,64.166863,6397368,64.166863,0.000000,0.000000
2019-01-15,64.155377,64.345854,62.644875,62.831422,5738314,62.831422,0.000000,0.000000
2019-01-16,62.821808,63.026104,60.966598,61.165509,8781144,61.165509,0.000000,0.000000
2019-01-17,61.188446,63.314006,60.749847,62.863402,7618799,62.863402,0.000000,0.000000
2019-01-18,62.879369,64.788541,62.767632,64.673616,9053846,64.673616,0.000000,0.000000
2019-01-22,64.676202,66.584164,64.310199,66.209485,9095842,66.209485,0.000000,0.000000
2019-01-23,66.188827,67.961687,66.039372,67.808576,5736482,67.808576,0.000000,0.000000
2019-01-24,67.819086,69.449220,67.424853,69.047845,4700778,69.047845,0.000000,0.000000
2019-01-25,69.072978,71.569351,68.586151,71.068461,4370450,71.068461,0.000000,0.000000
2019-01-28,71.036693,72.888781,70.643007,72.487058,5294045,72.487058,0.000000,0.000000
2019-01-29,72.456903,75.073482,71.963761,74.565986,5351234,74.565986,0.000000,0.000000
2019-01-30,74.581346,76.937384,74.341343,76.690594,4509553,76.690594,0.000000,0.000000
2019-01-31,76.727022,79.158339,76.155022,78.572581,3514070,78.572581,0.000000,0.000000
2019-02-01,78.560323,80.933144,78.025562,80.385957,6111039,80.385957,0.000000,0.000000
2019-02-04,80.371005,83.201178,79.844414,82.659593,10549278,82.659593,0.000000,0.000000
2019-02-05,82.673810,83.300130,82.536406,83.161915,6720209,83.161915,0.000000,0.000000
2019-02-06,83.138962,83.791535,82.652848,83.304454,6541200,83.304454,0.000000,0.000000
2019-02-07,83.292791,83.583973,83.054240,83.345273,2513836,83.345273,0.000000,0.000000
2019-02-08,83.364275,83.943613,82.926362,83.504962,9683950,83.504962,0.000000,0.000000
2019-02-11,83.482248,83.844811,82.907089,83.268726,4721489,83.268726,0.000000,0.000000
2019-02-12,83.270058,83.589981,82.895055,83.214767,6206794,83.214767,0.000000,0.000000
2019-02-13,83.230411,83.445894,82.594203,82.808595,2396981,82.808595,0.000000,0.000000
2019-02-14,82.781682,83.453065,82.306515,82.976779,5796523,82.976779,0.000000,0.000000
2019-02-15,82.991051,84.000059,82.547961,83.553965,8142562,83.553965,0.000000,0.000000
2019-02-18,83.582791,84.287700,83.081294,83.784991,2177653,83.784991,0.000000,0.000000
2019-02-19,83.797056,84.124367,83.089427,83.415247,8142425,83.415247,0.000000,0.000000
2019-02-20,83.434015,83.661038,82.954099,83.180433,4539499,83.180433,0.000000,0.000000
2019-02-21,83.156144,83.774374,82.904679,83.521805,5373270,83.521805,0.000000,0.000000
2019-02-22,83.526816,84.105740,82.567349,83.143618,3938498,83.143618,0.000000,0.000000
2019-02-25,83.129317,83.256421,82.881423,83.008343,9835723,83.008343,0.000000,0.000000
2019-02-26,83.043123,83.436332,82.534417,82.927077,7092967,82.927077,0.000000,0.000000
2019-02-27,82.888515,83.417592,82.097577,82.624973,9138003,82.624973,0.000000,0.000000
2019-02-28,82.662567,82.994291,82.075979,82.406677,6190384,82.406677,0.000000,0.000000
2019-03-01,82.415329,82.981680,81.973912,82.539598,7103721,82.539598,0.000000,0.000000
2019-03-04,82.552309,82.972977,82.381590,82.801743,8337346,82.801743,0.000000,0.000000
2019-03-05,82.829233,83.365469,81.880680,82.414230,7037622,82.414230,0.000000,0.000000
2019-03-06,82.393626,82.581483,82.093776,82.281378,8549702,82.281378,0.000000,0.000000
2019-03-07,82.289277,82.511128,81.966245,82.187824,7340309,82.187824,0.000000,0.000000
2019-03-08,82.196782,82.817860,81.956685,82.576654,6887647,82.576654,0.000000,0.000000
2019-03-11,82.537347,83.094194,82.376729,82.932807,6564373,82.932807,0.000000,0.000000
2019-03-12,82.940022,83.361854,82.155800,82.575781,9178161,82.575781,0.000000,0.000000
2019-03-13,82.558770,87.006384,81.960218,86.380129,11343903,86.380129,0.000000,0.000000
2019-03-14,86.362248,90.751275,85.878619,90.245898,6659097,90.245898,0.000000,0.000000
2019-03-15,90.230556,95.206983,89.748002,94.700525,7399149,94.700525,0.000000,0.000000
2019-03-18,94.727419,99.814504,94.005974,99.060063,11369535,99.060063,0.000000,0.000000
2019-03-19,99.098795,103.847290,98.818048,103.553922,9982577,103.553922,0.000000,0.000000
2019-03-20,103.575564,108.124048,103.371727,107.911678,8278904,107.911678,0.000000,0.000000
2019-03-21,107.961856,109.153933,107.384907,108.573716,2902615,108.573716,0.000000,0.000000
2019-03-22,108.541903,109.120322,107.915101,108.493262,2169405,108.493262,0.000000,0.000000
2019-03-25,108.516479,109.569910,107.878944,108.929947,4437053,108.929947,0.000000,0.000000
2019-03-26,108.934195,109.103369,108.573709,108.742587,3211954,108.742587,0.000000,0.000000
2019-03-27,108.774339,110.185834,107.917197,109.324359,5633816,109.324359,0.000000,0.000000
2019-03-28,109.308944,109.650315,108.939781,109.281066,8332102,109.281066,0.000000,0.000000
2019-03-29,109.259646,109.948200,108.530695,109.218994,3802990,109.218994,0.000000,0.000000
2019-04-01,109.231663,109.403265,108.898233,109.069582,4167906,109.069582,0.000000,0.000000
2019-04-02,109.017446,109.850666,107.512080,108.340124,3512558,108.340124,0.000000,0.000000
2019-04-03,108.342290,109.668047,107.616721,108.938486,5438703,108.938486,0.000000,0.000000
2019-04-04,108.953301,109.668034,107.970604,108.683569,9419218,108.683569,0.000000,0.000000
2019-04-05,108.653354,109.032745,108.381937,108.761060,2653793,108.761060,0.000000,0.000000
2019-04-08,108.727235,109.429721,107.597809,108.297520,2947832,108.297520,0.000000,0.000000
2019-04-09,108.301960,109.455940,107.870051,109.021164,8902168,109.021164,0.000000,0.000000
2019-04-10,108.988675,109.164909,108.420163,108.595763,5589704,108.595763,0.000000,0.000000
2019-04-11,108.600432,109.915182,108.043311,109.354195,6996114,109.354195,0.000000,0.000000
2019-04-12,109.309031,110.435754,108.874308,109.998291,3790828,109.998291,0.000000,0.000000
2019-04-15,110.024910,110.485474,108.971636,109.429709,5095345,109.429709,0.000000,0.000000
2019-04-16,109.430146,110.153588,108.351016,109.072092,6704082,109.072092,0.000000,0.000000
2019-04-17,109.116811,110.533509,108.281849,109.694130,5724227,109.694130,0.000000,0.000000
2019-04-18,109.704989,110.138323,108.993366,109.425598,2111214,109.425598,0.000000,0.000000
2019-04-19,109.426035,110.277260,108.284373,109.133322,8691203,109.133322,0.000000,0.000000
2019-04-22,109.185487,109.713398,108.344573,108.870965,5750530,108.870965,0.000000,0.000000
2019-04-23,108.871291,109.774491,108.577773,109.479335,8819494,109.479335,0.000000,0.000000
2019-04-24,109.521703,110.295035,103.360668,104.095688,4443927,104.095688,0.000000,0.000000
2019-04-25,104.109636,104.412282,98.767523,99.055478,3850911,99.055478,0.000000,0.000000
2019-04-26,99.039331,99.631487,94.377000,94.944675,9300762,94.944675,0.000000,0.000000
2019-04-29,94.977335,95.655188,90.110631,90.758374,4384398,90.758374,0.000000,0.000000
2019-04-30,90.743308,91.080056,85.856003,86.175802,3681378,86.175802,0.000000,0.000000
2019-05-01,86.176577,86.800150,81.794864,82.391046,10798723,82.391046,0.000000,0.000000
2019-05-02,82.361385,82.930831,81.302973,81.869016,3003078,81.869016,0.000000,0.000000
2019-05-03,81.837987,82.883458,81.246543,82.288758,7816435,82.288758,0.000000,0.000000
2019-05-06,82.293037,83.236655,81.745952,82.686953,4585959,82.686953,0.000000,0.000000
2019-05-07,82.677361,83.290248,81.530335,82.139234,7656738,82.139234,0.000000,0.000000
2019-05-08,82.173732,82.833984,81.694166,82.353370,4076295,82.353370,0.000000,0.000000
2019-05-09,82.336075,82.902711,81.675383,82.241369,2287514,82.241369,0.000000,0.000000
2019-05-10,82.220890,83.263936,81.604808,82.644680,8163734,82.644680,0.000000,0.000000
2019-05-13,82.611622,83.131665,82.181050,82.700630,6089677,82.700630,0.000000,0.000000
2019-05-14,82.717666,83.191555,82.161714,82.635131,6798094,82.635131,0.000000,0.000000
2019-05-15,82.625545,83.082381,81.663476,82.117504,3063874,82.117504,0.000000,0.000000
2019-05-16,82.110852,82.646214,81.254381,81.787637,9443325,81.787637,0.000000,0.000000
2019-05-17,81.781584,82.533029,81.227759,81.977875,9826380,81.977875,0.000000,0.000000
2019-05-20,81.944510,82.390644,81.649181,82.094775,8387492,82.094775,0.000000,0.000000
2019-05-21,82.085087,82.278587,81.954571,82.147972,7709442,82.147972,0.000000,0.000000
2019-05-22,82.153640,82.427047,81.642386,81.915000,4662474,81.915000,0.000000,0.000000
2019-05-23,81.891326,82.483702,81.329960,81.922126,5229563,81.922126,0.000000,0.000000
2019-05-24,81.948914,82.955004,81.335444,82.338618,7931498,82.338618,0.000000,0.000000
2019-05-27,82.374105,82.757948,82.005892,82.389667,5580910,82.389667,0.000000,0.000000
2019-05-28,82.396011,82.538061,81.694593,81.835678,6836586,81.835678,0.000000,0.000000
2019-05-29,81.873649,82.900477,81.278673,82.302386,6656219,82.302386,0.000000,0.000000
2019-05-30,82.306336,82.954580,81.103333,81.747174,5544316,81.747174,0.000000,0.000000
2019-05-31,81.746683,82.754466,81.311627,82.316379,8115543,82.316379,0.000000,0.000000
2019-06-03,82.322058,82.815191,81.880482,82.373341,5610186,82.373341,0.000000,0.000000
2019-06-04,82.365103,83.394153,81.922720,82.948636,8394954,82.948636,0.000000,0.000000
2019-06-05,82.933954,83.558197,81.800945,82.421331,7715377,82.421331,0.000000,0.000000
2019-06-06,82.399736,83.579181,81.838346,83.013610,4359464,83.013610,0.000000,0.000000
2019-06-07,83.037185,83.501362,82.240498,82.702807,7504430,82.702807,0.000000,0.000000
2019-06-10,82.704461,83.208875,81.909639,82.412272,2662729,82.412272,0.000000,0.000000
2019-06-11,82.409552,82.763253,81.695202,82.047350,9735786,82.047350,0.000000,0.000000
2019-06-12,82.019207,82.285536,81.878708,82.144822,3685798,82.144822,0.000000,0.000000
2019-06-13,82.170451,82.622470,81.494183,81.944963,3779901,81.944963,0.000000,0.000000
2019-06-14,81.957664,82.350323,81.162544,81.553266,10109830,81.553266,0.000000,0.000000
2019-06-17,81.534508,82.187776,81.395899,82.048294,2386192,82.048294,0.000000,0.000000
2019-06-18,82.071431,82.415186,81.794029,82.137562,6221402,82.137562,0.000000,0.000000
2019-06-19,82.109553,82.457122,79.812112,80.151393,10239641,80.151393,0.000000,0.000000
2019-06-20,80.186018,80.691991,77.485727,77.977767,9385843,77.977767,0.000000,0.000000
2019-06-21,77.962483,78.376853,75.620741,76.024813,4952225,76.024813,0.000000,0.000000
2019-06-24,76.061304,76.289792,74.011048,74.234048,5564359,74.234048,0.000000,0.000000
2019-06-25,74.216231,74.775079,72.089283,72.636234,9301674,72.636234,0.000000,0.000000
2019-06-26,72.661438,73.234155,70.445667,71.005332,8853309,71.005332,0.000000,0.000000
2019-06-27,71.028763,71.323461,69.196883,69.485178,7919653,69.485178,0.000000,0.000000
2019-06-28,69.460788,69.812954,67.213275,67.555783,7358115,67.555783,0.000000,0.000000
2019-07-01,67.570645,67.805588,65.986725,66.216962,8369636,66.216962,0.000000,0.000000
2019-07-02,66.232854,66.685356,64.812559,65.258405,3175958,65.258405,0.000000,0.000000
2019-07-03,65.282159,65.636575,63.579034,63.926089,8255926,63.926089,0.000000,0.000000
2019-07-05,63.912217,64.200908,62.291849,62.574499,3262803,62.574499,0.000000,0.000000
2019-07-08,62.554475,64.269572,62.280986,63.989809,5527748,63.989809,0.000000,0.000000
2019-07-09,63.981874,65.563803,63.813729,65.391953,3829594,65.391953,0.000000,0.000000
2019-07-10,65.414251,66.893322,65.111055,66.584702,4279302,66.584702,0.000000,0.000000
2019-07-11,66.606741,68.967664,66.311340,68.663143,8907723,68.663143,0.000000,0.000000
2019-07-12,68.674541,70.670723,68.548729,70.541491,10785874,70.541491,0.000000,0.000000
2019-07-15,70.543677,72.426263,70.017138,71.889679,8574234,71.889679,0.000000,0.000000
