Date,Open,High,Low,Close,Volume,AdjustedClose,Dividends,StockSplits
2019-01-01,199.937000,201.407536,197.773795,199.239200,3242704,199.239200,0.000000,0.000000
2019-01-02,199.167872,200.438563,197.099567,198.365137,4014941,198.365137,0.000000,0.000000
2019-01-03,198.334588,199.989710,196.809395,198.463526,8724324,198.463526,0.000000,0.000000
2019-01-04,198.488135,201.091598,197.043935,199.639025,9907973,199.639025,0.000000,0.000000
2019-01-07,199.694125,200.907265,198.937084,200.148503,7270532,200.148503,0.000000,0.000000
2019-01-08,200.195938,201.273592,198.291540,199.364721,4591268,199.364721,0.000000,0.000000
2019-01-09,199.418150,200.884272,196.976584,198.435482,2667791,198.435482,0.000000,0.000000
2019-01-10,198.365632,198.728534,198.050032,198.412860,4487142,198.412860,0.000000,0.000000
2019-01-11,198.356113,200.486856,196.912278,199.038058,4903005,199.038058,0.000000,0.000000
2019-01-14,199.091002,200.572637,197.427020,198.907289,7204431,198.907289,0.000000,0.000000
2019-01-15,198.825935,201.471120,197.289408,199.926092,3468850,199.926092,0.000000,0.000000
2019-01-16,199.846921,201.320991,197.482993,198.950452,3625816,198.950452,0.000000,0.000000
2019-01-17,199.031623,200.007873,197.034022,198.005238,6992237,198.005238,0.000000,0.000000
2019-01-18,198.060283,200.278383,196.680793,198.893093,6559244,198.893093,0.000000,0.000000
2019-01-22,198.816718,200.380610,196.939269,198.500676,3386415,198.500676,0.000000,0.000000
2019-01-23,198.488765,199.745964,197.366112,198.622555,4056338,198.622555,0.000000,0.000000
2019-01-24,198.698627,199.726693,197.270233,198.296218,9444449,198.296218,0.000000,0.000000
2019-01-25,198.329135,199.394906,197.761120,198.825470,4538003,198.825470,0.000000,0.000000
2019-01-28,198.786102,199.584426,197.594099,198.390837,7316810,198.390837,0.000000,0.000000
2019-01-29,198.339850,199.800044,197.271194,198.729291,7048094,198.729291,0.000000,0.000000
2019-01-30,198.730085,200.190353,196.602455,198.057784,8020969,198.057784,0.000000,0.000000
2019-01-31,198.142552,200.541727,196.754365,199.146507,4889943,199.146507,0.000000,0.000000
2019-02-01,199.198484,200.231128,198.117103,199.149494,3265461,199.149494,0.000000,0.000000
2019-02-04,199.195099,201.429887,197.780017,200.009023,9031164,200.009023,0.000000,0.000000
2019-02-05,199.982021,201.531881,198.244021,199.792413,8634673,199.792413,0.000000,0.000000
2019-02-06,199.791813,201.635225,198.221449,200.062732,7950807,200.062732,0.000000,0.000000
2019-02-07,200.101944,200.735866,199.111442,199.744232,9286652,199.744232,0.000000,0.000000
2019-02-08,199.660738,200.574402,198.953938,199.866874,7182338,199.866874,0.000000,0.000000
2019-02-11,199.882063,200.671397,198.498681,199.285661,6495616,199.285661,0.000000,0.000000
2019-02-12,199.303198,201.240214,197.832739,199.766338,4301924,199.766338,0.000000,0.000000
2019-02-13,199.729780,201.134248,198.975800,200.377822,4146479,200.377822,0.000000,0.000000
2019-02-14,200.395655,201.852531,198.777055,200.232748,7315364,200.232748,0.000000,0.000000
2019-02-15,200.316845,201.670185,198.853921,200.206517,9302665,200.206517,0.000000,0.000000
